NSC	NSC	OLD	OLD
PB.5388.1	991.15	901.33	776.63	315.43
PB.5388.2	99.49	28.82	41.09	23.22
PB.5388.3	356.28	221.76	65.43	56.05
PB.5388.4	1181.19	723.17	217.87	309.8
PB.5388.5	1551.88	296.93	1053.98	1481.51
PB.5389.1	7401	4266	2135	1859
PB.539.1	421	273	375	276
PB.5390.1	8661.48	4870.29	6738.9	5859.19
PB.5390.2	182.52	236.71	193.1	92.81
PB.5391.1	66.82	87.73	356.64	69.79
PB.5392.1	594.18	273.27	133.36	465.21
PB.5393.1	786	834	851	759
PB.5394.1	3247	2411	1054	861
PB.5395.1	6400.55	2754.11	8372.62	8403.54
PB.5395.2	1258.98	677.05	1951.42	2033.71
PB.5396.1	14944.48	10731.84	1546.96	1304.76
PB.5397.1	1054.01	623.4	302.38	563.48
PB.5397.2	4143.6	901.72	1867.27	2216.26
PB.5397.3	1381.06	645.65	640.35	393.6
PB.5398.1	193	147	41	33
PB.5399.1	1437	1208	481	437
PB.54.1	2027.79	905.6	1602.58	1559.34
PB.54.2	1250.13	1008.72	2099.3	2486.7
PB.54.3	393.29	365.03	316.66	270.67
PB.54.4	977.87	600.29	741.77	389.32
PB.54.5	315.92	232.35	325.69	390.96
PB.540.1	4298	2978	4961	4080
PB.5400.1	717	529	95	97
PB.5401.1	7440	4048	2543	2706
PB.5402.1	318.1	123	1185.59	1045
PB.5402.2	1924.9	1671	1477.41	1206
PB.5403.1	44.41	10.06	11.99	11.42
PB.5404.1	8671.59	7796.94	5714.01	5549.58
PB.5405.1	43	20.04	32	51
PB.5406.1	19602.14	12433.92	12088.67	10192.15
PB.5406.2	4198.09	2590.88	1782.43	2667.97
PB.5406.3	1578.7	748.92	105.52	110.47
PB.5406.4	260.13	69.64	121.96	36.57
PB.5406.5	275.3	108.84	120.52	114.38
PB.5406.6	150.64	204.81	115.9	103.46
PB.5407.1	1288	873	636	635
PB.5407.2	100	71	54	47
PB.5408.1	112	55	980	814
PB.5409.1	8548.85	5744.14	9887.93	8535.79
PB.5409.2	162.06	45.22	58.32	165.26
PB.5409.3	280.89	349.93	720.19	704.23
PB.5409.4	199.21	96.7	232.57	141.71
PB.541.1	125	240	14	11
PB.5410.1	2124	1490	1348	1189
PB.5411.1	214	161	75	66
PB.5412.1	18442.89	10424.35	28010.21	27480.96
PB.5412.2	27.11	57.65	18.79	18.04
PB.5413.1	2164.23	1362.53	4139.02	3783.12
PB.5413.2	78.12	25.1	62.68	49.08
PB.5413.3	80.65	96.37	370.3	303.8
PB.5414.1	1696	629	969	806
PB.5415.1	131	54	81	77
PB.5416.1	9879	4070	6884	6689.73
PB.5417.1	594	269	1036	1120
PB.5418.1	15197.97	8641.27	11541	11746.95
PB.5419.1	222.03	206.73	134	125.05
PB.542.1	411	482	9	8
PB.5420.1	3851.75	2929.97	4173.58	3757.74
PB.5420.2	133.25	86.03	65.42	60.26
PB.5421.1	1599.45	1428.34	2746.49	2609.84
PB.5422.1	323.55	306.66	233.51	246.16
PB.5423.1	565	407	2327	1702
PB.5424.1	2783	2522	650	715
PB.5425.1	332	326	188	206
PB.5426.1	1151	695	1017	910
PB.5427.1	12462	9297	6938	5818
PB.5428.1	233.98	98.94	132.97	96.59
PB.5428.2	580.02	132.06	671.03	627.41
PB.5429.1	19414.76	19419.56	41247.79	37955.71
PB.5429.2	24.23	5.17	40.29	30.88
PB.5429.3	280.2	194.31	498.16	652.92
PB.5429.4	186.84	705.09	50.12	170.06
PB.5429.5	347.98	198.88	249.63	195.43
PB.543.1	948.29	706.72	846.58	726.47
PB.543.2	945.19	654.02	220.86	144.08
PB.543.3	1457.81	522.74	265.76	256.25
PB.543.4	829.72	867.53	868.81	799.19
PB.5430.1	1538	937	1445	1206
PB.5431.1	533	286	355	285
PB.5432.1	1449.66	662.47	1807	1435.27
PB.5432.2	68.41	45.42	30.06	59.72
PB.5432.3	32.76	7.66	9.42	8.27
PB.5432.4	166.51	43.86	91.73	117.48
PB.5433.1	328.66	245.59	220.79	288.25
PB.5434.1	2618	1905	2792	2576
PB.5435.1	85	51	5648	4619
PB.5436.1	1730	550	158	136
PB.5437.1	2983	1469	2260	2118
PB.5438.1	15070	7565	8942	8260
PB.5439.1	4543.24	3170.48	253.14	193.71
PB.5439.2	1400.76	1025.52	7.86	13.29
PB.544.1	1133	679	74	75
PB.5440.1	734	770	386	435
PB.5441.1	1279.61	899	1171.87	1093.76
PB.5441.2	9.83	13.14	14.5	69.24
PB.5441.3	17.39	10.77	15.37	19.44
PB.5441.4	93.34	62.6	78.04	96.39
PB.5441.5	4089.82	2041.49	2720.21	2277.17
PB.5442.1	7760	7202	2378	2105
PB.5443.1	481	298	416	464
PB.5444.1	1077	597	807	747
PB.5445.1	5555.38	4207.17	3695.61	3598.19
PB.5445.2	1275.03	1676.87	2299.62	1512.77
PB.5445.3	1567.59	1093.95	622.77	713.04
PB.5446.1	7072	3014	4382	4986
PB.5447.1	190.86	303.3	480.47	704.29
PB.5447.2	1935.82	869.16	1851.8	1685.65
PB.5447.3	2363.95	1347.04	1411.57	1099.16
PB.5447.4	61.37	142.5	59.16	109.89
PB.5448.1	2935.62	2228.66	3452.79	3149.32
PB.5448.2	217.03	83.06	297.16	181.45
PB.5448.3	71.85	43.1	35.62	44.23
PB.5448.4	241.2	181.5	665.94	516.24
PB.5448.5	179.56	25.88	236.13	158.34
PB.5448.6	156.74	30.79	213.36	261.43
PB.5449.1	1935.81	1696.77	939.76	938.55
PB.5449.2	148.65	174.6	52.51	52.15
PB.5449.3	174.38	122.02	82.27	68.55
PB.5449.4	261.15	118.61	100.46	79.75
PB.545.1	1523.8	850.66	2641.29	2220.65
PB.545.2	916.2	465.34	1411.71	1229.35
PB.5450.1	4114	1848	5792	4961
PB.5451.1	1959	1188	753	656
PB.5452.1	9.14	10.19	12.05	7.95
PB.5452.2	747.06	385.74	531.87	496.73
PB.5452.3	700.11	503.59	530.14	567.33
PB.5453.1	219.7	189.48	145.94	64.99
PB.5454.1	2003	781	2001	1768
PB.5455.1	1307.57	924.25	410.92	446.05
PB.5455.2	315.77	307.05	61.58	52.45
PB.5455.3	1627.66	1786.69	317.5	243.5
PB.5456.1	901.37	373.2	1490.98	1367.75
PB.5456.2	47.63	39.8	105.02	93.25
PB.5457.1	132.56	82.47	156.36	217.6
PB.5457.2	7565.46	4514.44	2867.81	2578.22
PB.5457.3	594.93	650.96	119	275.45
PB.5457.4	304.23	63.73	166.19	322.07
PB.5457.5	1921.8	1119.05	830.5	561.71
PB.5457.6	41.2	33.6	38.84	46.44
PB.5457.7	473.49	71.56	203.65	56.95
PB.5457.8	16.33	12.2	26.64	11.56
PB.5458.1	2633.17	2014.69	3232.02	2899.16
PB.5458.2	2280.83	1137.31	1192.98	1342.84
PB.5459.1	1427.75	2152.45	1115.14	935.49
PB.5459.2	240.76	556	102.73	177.43
PB.5459.3	643.03	213.25	476.37	559.85
PB.5459.4	3401.43	2110.62	5167.02	4322.81
PB.5459.5	132.04	47.68	105.74	90.42
PB.546.1	789	562	451	394
PB.5460.1	3237	2377	2207	2063
PB.5461.1	73	78	40	38
PB.5462.1	628	591	258	241
PB.5463.1	997	951	388	369
PB.5464.1	560.54	586.84	610.97	751.46
PB.5464.2	108.1	93.77	438.58	228.17
PB.5464.3	938.84	569.6	1153.42	798.11
PB.5464.4	290.53	239.79	525.03	538.26
PB.5464.5	486	390	316	355
PB.5465.1	2248.57	938.89	2177.08	1885.45
PB.5465.2	855.12	290.53	1708.3	1387.7
PB.5465.3	482.84	536.8	2907.28	2228.27
PB.5465.4	2581.71	626.85	4831.69	5083.98
PB.5465.5	7.75	90.93	15.65	20.6
PB.5466.1	4.7	5.18	2.93	3.08
PB.5466.2	1416.36	1046.31	794.31	799.08
PB.5466.3	4332.93	2851.51	4238.76	3638.84
PB.5467.1	571	514	933	841
PB.5468.1	2245	1508	3002	2662
PB.5469.1	3071	2368	322	289
PB.547.1	5698.26	2185.37	3336.9	2598.13
PB.547.2	5047.47	1790.16	1263.08	1102.58
PB.547.3	930.5	546.82	281.38	319.07
PB.547.4	55.77	15.65	139.64	143.22
PB.5470.1	1752.74	1263.75	1636.75	1476.72
PB.5470.2	1819.26	1458.25	1369.25	1205.28
PB.5471.1	307	306	186	166
PB.5472.1	129.5	86.01	165.32	87.04
PB.5472.2	807.5	647.99	852.68	815.96
PB.5473.1	4028.77	1595.65	5315.39	4955.95
PB.5473.2	779.25	511.47	1405.7	853.63
PB.5473.3	2384	2194.54	1564.57	1596.17
PB.5473.4	1741.43	977.07	2875.73	2765.71
PB.5473.5	47.18	23.47	63.52	55.89
PB.5473.6	289.59	456.37	922.72	1385.28
PB.5473.7	1310.77	645.42	835.38	770.37
PB.5474.1	89.11	33.35	700.98	897.45
PB.5474.2	4936.17	2145.38	12306.74	11923.92
PB.5474.3	2311.26	996.87	5555.58	5280.06
PB.5474.4	75.46	98.4	399.69	67.57
PB.5475.1	1926	1945	2127	1853
PB.5476.1	5640.16	2930.19	6089.55	4979.52
PB.5476.2	186.97	57.36	124.05	228.36
PB.5476.3	1043.88	511.45	495.41	471.11
PB.5477.1	2189.96	1696.97	1580.21	1581.35
PB.5478.1	1862.04	1320.03	1842.79	1848.65
PB.5479.1	668	620	646	621
PB.548.1	474	394	494	423
PB.5480.1	1511.33	1078.47	588.97	490.99
PB.5480.2	919.82	685.21	648.09	575.22
PB.5480.3	477.46	316.69	237.94	259.69
PB.5480.4	138	136	40	38
PB.5481.1	3.39	25.63	11.01	22.09
PB.5482.1	801.11	699.81	43.98	58.65
PB.5482.2	1346.89	1132.19	63.02	112.35
PB.5483.1	377	214	639	682
PB.5484.1	133	106	160	138
PB.5485.1	1950.87	1650.7	1808.46	1648.19
PB.5485.2	4402.66	2441.39	1976.55	1759.37
PB.5485.3	803.97	626.26	175.52	167.96
PB.5485.4	248.6	180.77	1028.08	1061.05
PB.5486.1	425.91	132.88	489.4	343.43
PB.5487.1	29.96	41.05	79.81	97.57
PB.5487.2	27861.44	17371.96	7873.68	7915.2
PB.5487.3	8883.61	6026.88	6791.82	5773.8
PB.5487.4	101.99	29.12	35.69	138.42
PB.5488.1	4063	3322	1168	1011
PB.5489.1	3121.83	1765.42	2627.55	2002.08
PB.5489.2	5899.72	2326.16	3349.07	2546.72
PB.5489.3	1991.43	992.72	309.95	504.98
PB.5489.4	349.43	245.84	92.27	164.78
PB.5489.5	1610.6	1003.86	876.16	1028.44
PB.549.1	460	364	350	342
PB.5490.1	15359.15	11446.17	8488.81	8107.33
PB.5490.2	14.85	32.83	159.19	37.67
PB.5491.1	670	954	519	477
PB.5492.1	827.89	789.44	724.55	876.94
PB.5492.2	1931.71	887.87	589.71	219.16
PB.5492.3	177.72	85.26	33.64	14.21
PB.5492.4	62.68	18.44	28.1	12.69
PB.5493.1	1288	902	641	536
PB.5494.1	1240	926	660	573
PB.5495.1	3242	2096	1726	1622
PB.5496.1	1861.09	1771.79	913.84	773.38
PB.5496.2	667.91	594.21	878.16	832.62
PB.5497.1	2187	2258	1427	1275
PB.5498.1	749	748	630	596
PB.5499.1	1708.57	1648.91	654.62	148.25
PB.5499.2	7976.43	5960.09	701.38	909.75
PB.55.1	1411	971	2112	2086
PB.550.1	6655.78	3887.83	3852.45	3586.31
PB.550.2	3966.26	2468.38	2606.35	2259.39
PB.5500.1	414.98	120.02	456.86	370.07
PB.5500.2	6	2	3	2
PB.5501.1	137.98	136.7	126.39	110.33
PB.5501.2	1691.23	852.8	2071.65	1927.76
PB.5501.3	104.82	61.97	61.46	78.88
PB.5502.1	1423.99	1024.52	1672.65	1657.95
PB.5503.1	2949.56	2069.28	1839.86	1826.94
PB.5503.2	1026.64	640.08	447.53	545.61
PB.5503.3	539.86	558.14	200.16	384.95
PB.5503.4	990.84	765.25	884.77	878.46
PB.5503.5	37.11	26.25	104.68	41.04
PB.5504.1	3826.63	2942.38	4017.78	4127.43
PB.5504.2	294.37	182.62	217.22	162.57
PB.5505.1	238.55	287.14	413.05	457.7
PB.5505.2	99.96	79.08	54.84	42.07
PB.5505.3	24.2	34.13	36.02	42.8
PB.5505.4	25.85	21.93	41.43	31.29
PB.5505.5	10287.43	9639.99	8781.86	7448.38
PB.5505.6	55.27	105	1062.29	1209.31
PB.5506.1	204.58	306.81	94.09	125.4
PB.5506.2	1741.12	674.24	88.94	46.66
PB.5506.3	443.41	353.23	330.29	178.8
PB.5506.4	48.76	22.97	97.26	64.45
PB.5506.5	2809.87	2005.86	2597.78	2070.88
PB.5506.6	288.06	105.35	183.08	160.29
PB.5506.7	1799.95	737.26	387.06	130.98
PB.5507.1	711	603	523	517
PB.5508.1	2858.01	1941.9	950.75	937.3
PB.5508.2	1419	551.1	391.25	309.7
PB.5509.1	2335.98	1478.12	2716.89	2437.57
PB.551.1	821.74	521.53	324.08	381.21
PB.551.2	357.39	135.84	305.93	257.56
PB.551.3	2005.82	1901.43	1580.2	1458.54
PB.5510.1	171.85	24.18	27.44	18.2
PB.5510.2	51.87	23.33	26.18	19.98
PB.5510.3	4.3	2.36	3.49	2.25
PB.5511.1	5440.64	2437	4458.54	3601.97
PB.5511.2	4791.13	1685.54	1854.55	1977.86
PB.5511.3	460.44	436.42	364.91	340.81
PB.5511.4	145.94	127.5	91.04	51.61
PB.5511.5	52.75	73.2	411.18	247.51
PB.5511.6	6421.1	3611.34	8906.77	9613.24
PB.5512.1	1775.64	1304.29	700	618.38
PB.5512.2	479.36	352.72	324	281.62
PB.5513.1	0	0	935	1581
PB.5514.1	2558	1840	2052	1850
PB.5515.1	14469.77	2407.87	6669.35	4810.82
PB.5515.2	2789.58	886.08	2157.05	1501.92
PB.5515.3	726.89	74.8	199.76	175.13
PB.5515.4	894.93	417.31	870.86	966.76
PB.5515.5	8499.57	1556.04	1870.42	2469.28
PB.5515.6	101.25	56.91	41.56	48.08
PB.5516.1	197	205	369	288
PB.5517.1	92	63	283	238
PB.5518.1	5740.15	5941.8	2153.85	1679.79
PB.5518.2	1443.85	917.2	536.15	391.21
PB.5519.1	4761.33	2215.54	2867.35	2514.97
PB.5519.2	121.64	111.45	133.14	41.54
PB.5519.3	138.12	151.62	62.63	51.61
PB.5519.4	1313.91	507.4	64.88	214.88
PB.552.1	2218	1459	235	217
PB.5520.1	19.47	40.91	69.19	95.76
PB.5520.2	5195.54	4291	2426.43	2295.75
PB.5520.3	1228.14	639.31	967.05	1483.08
PB.5520.4	3737.45	2053.63	3783.57	3119.07
PB.5520.5	1492.5	748.48	674.92	563.96
PB.5520.6	10.85	12.76	12.93	12.41
PB.5520.7	7.04	9.91	10.91	14.97
PB.5521.1	891.78	413.39	1537.6	652.69
PB.5521.2	50.99	30.19	15.74	9.38
PB.5521.3	13733.16	9421.54	7170.01	7448.16
PB.5521.4	2067.17	952.05	1038.65	934.29
PB.5521.5	31.91	40.83	35	25.48
PB.5522.1	672.62	636.64	494.17	494.7
PB.5522.2	431.38	293.36	162.83	144.3
PB.5523.1	4454.07	3645.93	4272.47	4428.41
PB.5524.1	372.93	326.07	215.53	236.59
PB.5525.1	2727.26	923.54	4237.51	3907.57
PB.5525.2	1290.22	712.75	1898.05	1980.76
PB.5525.3	347.26	217.26	402.2	455.39
PB.5525.4	193.63	135.26	411.81	328.26
PB.5525.5	164.63	133.19	116.44	101.02
PB.5526.1	839.9	679.59	609.78	525.43
PB.5526.2	236.29	166.2	1382.04	1085.01
PB.5526.3	964.81	609.21	1246.17	1491.55
PB.5527.1	9973	2063	9337	8325
PB.5528.1	7462.79	3470.63	33392.99	31070.68
PB.5528.2	2017.78	756.93	8884.46	7729.2
PB.5528.3	163.44	73.44	797.55	1149.12
PB.5529.1	38.88	19.63	384.21	370.25
PB.5529.2	136.07	102	1752.93	1700.8
PB.5529.3	127.44	48.73	1022.16	973.88
PB.553.1	1332	1020	869	786
PB.5530.1	1.63	7.5	202.64	179
PB.5531.1	22.31	20.23	2422.46	2263.8
PB.5532.1	628.6	445.12	441.52	321.69
PB.5532.2	1015.4	802.88	571.48	654.31
PB.5533.1	438	185	564	457
PB.5534.1	484	319	539	472
PB.5535.1	2273	1554.7	192.27	146.4
PB.5535.2	1491.21	873.42	223.64	179.04
PB.5535.3	348.65	348.82	47.2	44.3
PB.5535.4	3368.14	2465.06	371.89	344.26
PB.5536.1	875.97	234.71	640.7	605.5
PB.5536.2	990.03	246.29	595.3	659.5
PB.5537.1	1235	1062	818	653
PB.5538.1	1500	927	1431	1235
PB.5539.1	1522.99	1201.63	1159.94	1070.6
PB.5539.2	213.01	153.37	86.06	109.4
PB.554.1	1464	799	2423	2365
PB.5540.1	78716.22	47688.61	25197.04	25982.35
PB.5540.2	1407.52	798.08	812.57	619.45
PB.5541.1	1235.26	996.32	1535.38	1310.2
PB.5542.1	447.93	408.22	145.56	114.34
PB.5542.2	153.07	125.78	22.44	42.66
PB.5543.1	103.46	54.56	37.31	45.22
PB.5543.2	4925.33	2561.23	4006.81	3587.7
PB.5543.3	64.21	81.21	25.87	66.08
PB.5544.1	151.43	115.92	154.61	131.42
PB.5544.2	932.57	528.08	1637.39	1396.58
PB.5545.1	1921.42	1345.82	576.09	474.64
PB.5545.2	174.58	132.18	40.91	73.36
PB.5546.1	2743	2416	2365	2044
PB.5547.1	1914.27	1685.83	3556.39	3564.71
PB.5547.2	792.5	607.38	1079.48	1415.24
PB.5547.3	837.77	196.47	686.02	733.52
PB.5547.4	54.35	50.86	59.35	47.45
PB.5547.5	478.12	195.46	323.76	322.09
PB.5548.1	1591.3	622.92	3537.52	3511.82
PB.5548.2	90.7	300.08	234.48	356.18
PB.5549.1	894	793	1032	1281
PB.555.1	2406	1438	1096	1010
PB.5550.1	496.53	415.7	662.61	545.43
PB.5551.1	219.86	206.77	293.44	229.38
PB.5551.2	93.07	74.91	16.12	10.41
PB.5552.1	1400.83	1089.74	572.14	495.14
PB.5553.1	2020.98	1784.31	908.21	843.21
PB.5554.1	482	231	330	291
PB.5555.1	665.8	661.42	364.56	307.21
PB.5555.2	1929.89	1295.77	921.32	936.3
PB.5555.3	202.96	397.52	54.43	82.16
PB.5555.4	356.49	456.04	99.93	95.91
PB.5555.5	147.87	72.24	128.76	69.43
PB.5556.1	501.45	223.96	463.8	233.65
PB.5556.2	1088.92	731.06	921.04	979.31
PB.5556.3	288.63	133.97	293.16	242.04
PB.5557.1	837	574	471	432
PB.5558.1	3544	2852	1549	1223
PB.5559.1	84	97	29	31
PB.556.1	127	26	923	792
PB.5560.1	101.28	54.94	23.82	25.3
PB.5560.2	661.22	229.77	344.02	140.24
PB.5560.3	51.18	19.36	50.06	29.3
PB.5560.4	2571.32	1300.92	600.1	597.16
PB.5561.1	586	653	416	407
PB.5562.1	1061.83	439.28	417.22	358.77
PB.5562.2	155.52	90.97	33.09	29.46
PB.5562.3	1021.55	625.77	357.21	168.62
PB.5562.4	1067.1	431.98	230.48	305.15
PB.5563.1	1559.05	1043.23	1217.38	1118.04
PB.5563.2	126	350.99	298.37	438.3
PB.5563.3	4137.14	4517.7	4156.8	4064.02
PB.5563.4	12431.18	6705.6	2755.31	3624.17
PB.5563.5	171.64	74.47	130.13	31.47
PB.5564.1	7415	3719	2223	2332
PB.5565.1	3136	2384	2819	2469
PB.5566.1	691	477	541	513
PB.5567.1	517	338	230	210
PB.5568.1	1468	562	941	884
PB.5569.1	245	161	1379	1087
PB.557.1	1036	922	881	767
PB.5570.1	6158.01	4449.15	1452.74	2031.13
PB.5570.2	9845.5	9081.99	5659.88	4438.71
PB.5570.3	1237.92	404.8	90.46	187.45
PB.5570.4	1471.57	812.06	442.92	61.7
PB.5571.1	232	198	199	199
PB.5572.1	1148.65	813.83	3342.46	3055.01
PB.5572.2	357.35	221.17	443.54	398.99
PB.5573.1	11.51	0.47	47.78	76.05
PB.5574.1	3530.49	2955.53	1983.22	1750.95
PB.5575.1	2295.56	1433.74	2479.1	2210.85
PB.5575.2	1578.44	1104.26	658.9	798.15
PB.5576.1	2797	1555	1773	1679
PB.5577.1	450.02	595.11	257.86	224.04
PB.5577.2	3053.87	1865.04	643.45	809.84
PB.5577.3	844.97	981.9	760.91	465.39
PB.5577.4	413.14	302.96	97.78	55.72
PB.5578.1	1637	893	2723	2465
PB.5579.1	1164	831	1682	1687
PB.558.1	493	365	667	540
PB.5580.1	35	25	1274	1307
PB.5581.1	907	654	875	785
PB.5582.1	0	2	0	0
PB.5583.1	2644	1208	1242	1164
PB.5584.1	1013	781	716	663
PB.5585.1	5644	3533	6033	5774
PB.5586.1	2975	2117	1634	1533
PB.5587.1	3889	1924	2487	2359
PB.5588.1	159	49	129	101
PB.5589.1	1196	696	774	747
PB.559.1	1645	1724	621	546
PB.5590.1	747	372	1207	1097
PB.5591.1	160023.7	89039.79	46968.35	46533.65
PB.5591.2	98.35	64.86	317.46	380.94
PB.5592.1	781	307	276	206
PB.5593.1	1586	1161	861	690
PB.5594.1	1283	986	1321	1123
PB.5595.1	486	174	5295	4738
PB.5596.1	312.79	247.04	513.79	587
PB.5596.2	361.03	222.94	205.24	156.72
PB.5596.3	1024.19	677.01	599.97	614.28
PB.5597.1	30791	18735	37310	35819
PB.5598.1	2995	2488	579	526.39
PB.5599.1	951	808	489	517
PB.56.1	1001	602	424	407
PB.560.1	16825	14307	3357	2581
PB.5600.1	1338	1298	1318	1287
PB.5601.1	1422	906	887	882
PB.5602.1	691	380	1366	1397
PB.5603.1	153.32	90.99	658.93	454.52
PB.5603.2	39.68	38.01	112.07	210.48
PB.5604.1	965.51	557.43	581.18	508.51
PB.5604.2	235.49	158.57	251.82	228.49
PB.5605.1	534	199	226	207
PB.5606.1	1	5	422	450
PB.5607.1	61692.8	38155.24	22139.83	21107.56
PB.5607.2	781.2	476.76	524.17	402.44
PB.5608.1	1737	1809	1481	1227
PB.5609.1	2773.95	1451.03	2066.22	984.66
PB.5609.2	252.55	226.64	240.65	365.08
PB.5609.3	3374.34	2486.56	1498.17	1562
PB.5609.4	644.9	532.98	82.22	161.32
PB.5609.5	4342.41	1823.83	599.35	1352.75
PB.5609.6	519.85	52.96	397.4	176.19
PB.561.1	228	177	73	61
PB.5610.1	10823.97	6883.64	5694.11	5548.8
PB.5610.2	91.03	36.36	38.89	43.2
PB.5611.1	81	22	667	698
PB.5612.1	2072.51	1065.67	8945.56	7339.34
PB.5612.2	166.49	132.33	693.45	580.66
PB.5613.1	92	94	421	339
PB.5614.1	39	30	53	48
PB.5615.1	369	150	433	338
PB.5616.1	15391.74	10165.23	12848.27	13008.27
PB.5616.2	245.86	212.11	189.65	158.67
PB.5616.3	2314.07	1545.59	1405.98	1441.87
PB.5617.1	581.34	334.07	317.1	362.19
PB.5618.1	3942	2608	1924	1780
PB.5619.1	3612	3441	2571	2708
PB.562.1	239	259	105	106
PB.5620.1	567.7	270.41	1197.03	590.25
PB.5620.2	130.96	129.03	181.31	253.48
PB.5620.3	30.47	124.58	49.61	38.89
PB.5620.4	164.91	57.23	252.08	430.11
PB.5620.5	12.02	19.28	23.46	30.73
PB.5620.6	545.93	263.47	434.52	483.55
PB.5621.1	3217.52	2090.32	888.6	801.69
PB.5621.2	184.28	75.98	74.2	101.22
PB.5621.3	1488.62	582.73	294.16	387.92
PB.5621.4	42.43	57.52	17.04	15.57
PB.5621.5	453.16	121.45	317	416.61
PB.5622.1	642.93	424.61	2333.8	2102.68
PB.5622.2	101.07	20.39	163.19	194.32
PB.5623.1	2751.66	1213.77	269.99	188.31
PB.5623.2	3440.07	2448.68	1178.17	1079.66
PB.5623.3	759.3	852.32	672.2	742.2
PB.5623.4	1175.27	1647.57	1160.03	1202.41
PB.5623.5	1781.71	1454.65	354.61	281.41
PB.5624.1	3316	2378	3757	3362
PB.5625.1	691	689	168	142
PB.5626.1	1535	1426	567	532
PB.5627.1	4503	2780	2504	2168
PB.5628.1	8793.79	5749.52	5382.4	5447.9
PB.5628.2	386.54	273.85	227.44	194.92
PB.5628.3	34.67	53.63	16.16	34.19
PB.5629.1	4371	4437	3425	3330
PB.563.1	663	413	143	110
PB.5630.1	1931	1251	1033	743
PB.5631.1	1770	1423.8	1798.82	1676.35
PB.5631.2	4117	3146.2	2511.18	2052.65
PB.5632.1	227	160	653	495
PB.5633.1	119	62	216	196
PB.5634.1	1004.39	481.12	1677.39	1603.2
PB.5634.2	127.61	128.88	309.61	304.8
PB.5635.1	3350.72	1588.67	1588.19	1631.82
PB.5636.1	1609.85	1450.15	353.19	256.11
PB.5636.2	9265.15	7622.85	1660.81	1603.89
PB.5637.1	5.91	6.5	10.33	6.1
PB.5638.1	3750.69	2413.51	1913.87	1740.07
PB.5638.2	1983.93	1390.08	1139.02	1185.93
PB.5638.3	1850.65	975.38	1193.78	753.43
PB.5638.4	857.81	625.53	492	526.46
PB.5639.1	649	323	785	649
PB.564.1	1784.78	1497.24	872.21	918.5
PB.564.2	870.32	545.64	140.25	105.34
PB.564.3	155.79	397.53	312.31	197.45
PB.564.4	357.37	93.62	50.91	36.47
PB.564.5	31.64	16.75	49.78	20.21
PB.564.6	6250.09	3773.22	1652.55	1581.04
PB.5640.1	46.19	38.74	62.11	264.39
PB.5640.2	2094.18	2130.05	1410.24	931.28
PB.5640.3	117.62	71.21	73.65	77.33
PB.5641.1	794.99	556.5	499.44	436.8
PB.5641.2	314.01	227.5	183.56	168.2
PB.5642.1	9549.41	5947.54	4501.25	4446.38
PB.5642.2	190.74	117.59	183.91	103.64
PB.5643.1	1675.73	1190.61	1194.82	1356.97
PB.5643.2	6810.27	4403.39	5247.18	5017.03
PB.5644.1	1044.77	540.42	2179.67	1835.56
PB.5644.2	19.23	61.58	59.33	73.44
PB.5645.1	331.72	298.38	519.2	1072.27
PB.5645.2	2496.97	2073.95	3596.6	2511.05
PB.5645.3	143.3	321.67	240.2	251.68
PB.5646.1	1999	1190	916	676
PB.5647.1	8449.07	3245.49	1054.01	1072.14
PB.5647.2	507.59	989.98	1489.18	1251.33
PB.5647.3	1633.34	771.53	446.81	400.53
PB.5648.1	501	190	356	355
PB.5649.1	256.13	171.31	219.49	162.11
PB.5649.2	58769.5	16846.59	36670.7	32365.42
PB.5649.3	30334.41	11519.29	41812.87	30486.52
PB.5649.4	189421.77	106871.44	164148.92	187046.73
PB.5649.5	23.65	22.94	24.95	64.36
PB.5649.6	4172.5	1697.35	992.31	1267.52
PB.5649.7	49.51	42.23	30.78	33.67
PB.5649.8	56907.93	23885.53	35576.32	28545.38
PB.565.1	328	242	215	185
PB.5650.1	828	691	666	594
PB.5651.1	1643	760	500	444
PB.5652.1	15985.48	7755.23	6013.39	5680.5
PB.5652.2	66.52	56.89	32.75	31.75
PB.5652.3	1560.92	843.14	392.72	354.22
PB.5652.4	26.19	28.86	80.5	30.01
PB.5652.5	762.49	181.06	101.34	64.27
PB.5652.6	140.41	62.82	31.3	29.26
PB.5653.1	35	15	309	318
PB.5654.1	989	308	478	445
PB.5655.1	78658	54162	24546	21805
PB.5656.1	1031.87	818.38	435.71	738
PB.5656.2	6862.13	3942.62	3449.29	2815
PB.5657.1	4776.86	3079.48	4658.99	4447.56
PB.5657.2	12953.14	8552.52	12717.01	11999.44
PB.5658.1	10495.94	8034.49	5975.25	4736.49
PB.5658.2	10029.51	7025.68	3878.37	3724.37
PB.5658.3	10.98	2.92	7.93	11.01
PB.5659.1	6305.63	3687.97	7007.22	6090.66
PB.5659.2	130.94	157.95	1045.23	813.47
PB.566.1	1444.36	1873.22	247.73	198.26
PB.566.2	338.64	266.78	50.27	24.74
PB.5660.1	5706	2901	4212	3805
PB.5661.1	56	21	1376	1212
PB.5662.1	3478	2340	5040	4432
PB.5663.1	1578.13	732.86	1101	1060.01
PB.5663.2	1460.36	1453.57	1720.29	2095.37
PB.5663.3	2345.35	1200.75	2592.75	2548.08
